itemname,category,year,month,itemunit,itemvalue
自來水檢驗不合格率,環境衛生及毒化物管理,110,12,%,0
垃圾焚化廠焚化(處理)量,廢棄物管理,110,12,公噸,551500
垃圾焚化廠進廠量,廢棄物管理,110,12,公噸,514173
一般廢棄物回收率,廢棄物管理,110,12,%,63.64
衛生掩埋量,廢棄物管理,110,12,公噸,7464
焚化量,廢棄物管理,110,12,公噸,276772
回收再利用量,廢棄物管理,110,12,公噸,545789
一般廢棄物處理量,廢棄物管理,110,12,公噸,830025
平均每人每日廚餘回收量,廢棄物管理,110,12,公斤,0.054
平均每人每日一般廢棄物產生量,廢棄物管理,110,12,公斤,1.183
廚餘回收量,廢棄物管理,110,12,公噸,38918
資源回收量,廢棄物管理,110,12,公噸,506871
一般垃圾量,廢棄物管理,110,12,公噸,310716
一般廢棄物產生量,廢棄物管理,110,12,公噸,857670
縣市空氣品質一般人工測站落塵量濃度,空氣品質保護,110,12,公噸/平方公里/月,4.11
縣市空氣品質一般人工測站鉛濃度,空氣品質保護,110,12,ug/m3,0.02
縣市空氣品質一般人工測站總懸浮微粒濃度,空氣品質保護,110,12,ug/m3,56.47
環保署空氣品質一般測站臭氧濃度,空氣品質保護,110,12,ppm,0.052
環保署空氣品質一般測站二氧化氮濃度,空氣品質保護,110,12,ppm,0.013
環保署空氣品質一般測站一氧化碳濃度,空氣品質保護,110,12,ppm,0.33
環保署空氣品質一般測站二氧化硫濃度,空氣品質保護,110,12,ppm,0.002
環保署空氣品質一般測站懸浮微粒濃度,空氣品質保護,110,12,ug/m3,35.1
環保署空氣品質一般測站細懸浮微粒(手動)濃度,空氣品質保護,110,12,ug/m3,16.14
AQI>100站日數中主要污染物為PM2.5比率,空氣品質保護,110,12,%,69.59
AQI>100站日數中主要污染物為臭氧比率,空氣品質保護,110,12,%,0
AQI>100站日數比率,空氣品質保護,110,12,%,7.97
環保專業人員合格證書有效張數,其他環保統計,111,1,張,244636
環保人員訓練人次,其他環保統計,111,1,人次,991
環保署環境影響評估報告書完成審查件數,其他環保統計,111,1,件,0
環保署環境影響評估報告書應處理件數,其他環保統計,111,1,件,7
環保署環境影響說明書完成審查件數,其他環保統計,111,1,件,1
環保署環境影響說明書應處理件數,其他環保統計,111,1,件,21
污染源稽查實收罰款金額,其他環保統計,111,1,千元,86132
污染源稽查罰款次數,其他環保統計,111,1,次,12132
污染源稽查次數,其他環保統計,111,1,次,58760
其他對象之公害陳情案件數,公害陳情,111,1,件,4059
一般居民之公害陳情案件數,公害陳情,111,1,件,6962
交通工具之公害陳情案件數,公害陳情,111,1,件,135
營建工程之公害陳情案件數,公害陳情,111,1,件,2753
工業之公害陳情案件數,公害陳情,111,1,件,2674
商業之公害陳情案件數,公害陳情,111,1,件,4290
機關團體學校醫院之公害陳情案件數,公害陳情,111,1,件,158
其他污染公害陳情案件數,公害陳情,111,1,件,38
異味污染物公害陳情案件數,公害陳情,111,1,件,5363
廢棄物及環境衛生公害陳情案件數,公害陳情,111,1,件,5618
噪音公害陳情案件數,公害陳情,111,1,件,8927
水污染公害陳情案件數,公害陳情,111,1,件,433
空氣污染公害陳情案件數,公害陳情,111,1,件,652
公害陳情案件總數,公害陳情,111,1,件,21031
自來水檢驗不合格率,環境衛生及毒化物管理,111,1,%,0.12
垃圾焚化廠焚化(處理)量,廢棄物管理,111,1,公噸,526959
垃圾焚化廠進廠量,廢棄物管理,111,1,公噸,561359
一般廢棄物回收率,廢棄物管理,111,1,%,0
衛生掩埋量,廢棄物管理,111,1,公噸,0
焚化量,廢棄物管理,111,1,公噸,0
回收再利用量,廢棄物管理,111,1,公噸,0
一般廢棄物處理量,廢棄物管理,111,1,公噸,0
平均每人每日廚餘回收量,廢棄物管理,111,1,公斤,0
平均每人每日一般廢棄物產生量,廢棄物管理,111,1,公斤,0
廚餘回收量,廢棄物管理,111,1,公噸,0
資源回收量,廢棄物管理,111,1,公噸,499544
一般垃圾量,廢棄物管理,111,1,公噸,0
一般廢棄物產生量,廢棄物管理,111,1,公噸,0
縣市空氣品質一般人工測站落塵量濃度,空氣品質保護,111,1,公噸/平方公里/月,3.2
縣市空氣品質一般人工測站鉛濃度,空氣品質保護,111,1,ug/m3,0.02
縣市空氣品質一般人工測站總懸浮微粒濃度,空氣品質保護,111,1,ug/m3,40.29
環保署空氣品質一般測站臭氧濃度,空氣品質保護,111,1,ppm,0.047
環保署空氣品質一般測站二氧化氮濃度,空氣品質保護,111,1,ppm,0.013
環保署空氣品質一般測站一氧化碳濃度,空氣品質保護,111,1,ppm,0.35
環保署空氣品質一般測站二氧化硫濃度,空氣品質保護,111,1,ppm,0.002
環保署空氣品質一般測站懸浮微粒濃度,空氣品質保護,111,1,ug/m3,30.8
環保署空氣品質一般測站細懸浮微粒(手動)濃度,空氣品質保護,111,1,ug/m3,17.03
AQI>100站日數中主要污染物為PM2.5比率,空氣品質保護,111,1,%,93.41
AQI>100站日數中主要污染物為臭氧比率,空氣品質保護,111,1,%,0
AQI>100站日數比率,空氣品質保護,111,1,%,8.98
環保專業人員合格證書有效張數,其他環保統計,111,2,張,244800
環保人員訓練人次,其他環保統計,111,2,人次,895
環保署環境影響評估報告書完成審查件數,其他環保統計,111,2,件,0
環保署環境影響評估報告書應處理件數,其他環保統計,111,2,件,7
環保署環境影響說明書完成審查件數,其他環保統計,111,2,件,1
環保署環境影響說明書應處理件數,其他環保統計,111,2,件,32
污染源稽查實收罰款金額,其他環保統計,111,2,千元,88901
污染源稽查罰款次數,其他環保統計,111,2,次,15456
污染源稽查次數,其他環保統計,111,2,次,50298
其他對象之公害陳情案件數,公害陳情,111,2,件,3263
一般居民之公害陳情案件數,公害陳情,111,2,件,5170
交通工具之公害陳情案件數,公害陳情,111,2,件,116
營建工程之公害陳情案件數,公害陳情,111,2,件,2048
工業之公害陳情案件數,公害陳情,111,2,件,1445
商業之公害陳情案件數,公害陳情,111,2,件,3021
機關團體學校醫院之公害陳情案件數,公害陳情,111,2,件,106
其他污染公害陳情案件數,公害陳情,111,2,件,41
異味污染物公害陳情案件數,公害陳情,111,2,件,3769
廢棄物及環境衛生公害陳情案件數,公害陳情,111,2,件,4211
噪音公害陳情案件數,公害陳情,111,2,件,6541
水污染公害陳情案件數,公害陳情,111,2,件,256
空氣污染公害陳情案件數,公害陳情,111,2,件,351
公害陳情案件總數,公害陳情,111,2,件,15169
自來水檢驗不合格率,環境衛生及毒化物管理,111,2,%,0
垃圾焚化廠焚化(處理)量,廢棄物管理,111,2,公噸,506745
垃圾焚化廠進廠量,廢棄物管理,111,2,公噸,466270
一般廢棄物回收率,廢棄物管理,111,2,%,0
衛生掩埋量,廢棄物管理,111,2,公噸,0
焚化量,廢棄物管理,111,2,公噸,0
回收再利用量,廢棄物管理,111,2,公噸,0
一般廢棄物處理量,廢棄物管理,111,2,公噸,0
平均每人每日廚餘回收量,廢棄物管理,111,2,公斤,0
平均每人每日一般廢棄物產生量,廢棄物管理,111,2,公斤,0
廚餘回收量,廢棄物管理,111,2,公噸,0
資源回收量,廢棄物管理,111,2,公噸,443066
一般垃圾量,廢棄物管理,111,2,公噸,0
一般廢棄物產生量,廢棄物管理,111,2,公噸,0
縣市空氣品質一般人工測站落塵量濃度,空氣品質保護,111,2,公噸/平方公里/月,2.24
縣市空氣品質一般人工測站鉛濃度,空氣品質保護,111,2,ug/m3,0.01
縣市空氣品質一般人工測站總懸浮微粒濃度,空氣品質保護,111,2,ug/m3,33.63
環保署空氣品質一般測站臭氧濃度,空氣品質保護,111,2,ppm,0.049
環保署空氣品質一般測站二氧化氮濃度,空氣品質保護,111,2,ppm,0.011
環保署空氣品質一般測站一氧化碳濃度,空氣品質保護,111,2,ppm,0.31
環保署空氣品質一般測站二氧化硫濃度,空氣品質保護,111,2,ppm,0.001
環保署空氣品質一般測站懸浮微粒濃度,空氣品質保護,111,2,ug/m3,24.1
環保署空氣品質一般測站細懸浮微粒(手動)濃度,空氣品質保護,111,2,ug/m3,13.01
AQI>100站日數中主要污染物為PM2.5比率,空氣品質保護,111,2,%,86.87
AQI>100站日數中主要污染物為臭氧比率,空氣品質保護,111,2,%,0
AQI>100站日數比率,空氣品質保護,111,2,%,5.89
環保專業人員合格證書有效張數,其他環保統計,111,3,張,246122
環保人員訓練人次,其他環保統計,111,3,人次,2190
環保署環境影響評估報告書完成審查件數,其他環保統計,111,3,件,0
環保署環境影響評估報告書應處理件數,其他環保統計,111,3,件,7
環保署環境影響說明書完成審查件數,其他環保統計,111,3,件,2
環保署環境影響說明書應處理件數,其他環保統計,111,3,件,37
污染源稽查實收罰款金額,其他環保統計,111,3,千元,107652
污染源稽查罰款次數,其他環保統計,111,3,次,26766
污染源稽查次數,其他環保統計,111,3,次,78055
其他對象之公害陳情案件數,公害陳情,111,3,件,5028
一般居民之公害陳情案件數,公害陳情,111,3,件,7834
交通工具之公害陳情案件數,公害陳情,111,3,件,179
營建工程之公害陳情案件數,公害陳情,111,3,件,3506
工業之公害陳情案件數,公害陳情,111,3,件,2517
商業之公害陳情案件數,公害陳情,111,3,件,4146
機關團體學校醫院之公害陳情案件數,公害陳情,111,3,件,219
其他污染公害陳情案件數,公害陳情,111,3,件,61
異味污染物公害陳情案件數,公害陳情,111,3,件,6209
廢棄物及環境衛生公害陳情案件數,公害陳情,111,3,件,6618
噪音公害陳情案件數,公害陳情,111,3,件,9329
